brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               1.9 ,         4.0,           4.0,       ,      2022.0, Q1 2022
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.0 ,         4.0,           4.0,       ,      2021.0, Q1 2021
ARM      , CORTEX-A72                                          , Socket               ,                                 ,               2.0 ,         4.0,           8.0,       ,      2024.0, Q1 2024
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.1 ,         4.0,           4.0,       ,      2021.0, Q1 2021
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.2 ,         4.0,           4.0,       ,      2021.0, Q1 2021
ARM      , CORTEX-A72                                          , Socket               ,                                 ,               2.2 ,         4.0,           8.0,       ,      2024.0, Q1 2024
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.3 ,         4.0,           4.0,       ,      2021.0, Q1 2021
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.4 ,         4.0,           4.0,       ,      2022.0, Q1 2022
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.4 ,         4.0,           4.0,       ,      2022.0, Q1 2022
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               2.8 ,         4.0,           4.0,       ,      2023.0, Q1 2023
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               0.8 ,         4.0,           4.0,       ,      2022.0, Q1 2022
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               1.0 ,         6.0,           6.0,       ,      2023.0, Q1 2023
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               1.4 ,         6.0,           6.0,       ,      2021.0, Q1 2021
ARM      , CORTEX-A72                                          , Mobile/EmbeddedSocket,                                 ,               1.5 ,         6.0,           6.0,       ,      2022.0, Q1 2022
